FileName,difficulty,diff,JPName,ENName,Vintage,SongName,Artist,Difficulty,Length,easy,med,hard,very hard,Genres,Tags
Jujutsu Kaisen - VIVID VICE by Who-ya Extended,easy,easy,Jujutsu Kaisen,Jujutsu Kaisen,Fall 2020,VIVID VICE,Who-ya Extended,65,"89,424",,,,,Action; Drama; Supernatural,Urban Fantasy; Shounen; Youkai; Super Power; Curses; Male Protagonist; Exorcism; Primarily Teen Cast; Dissociative Identities; Orphan; Demons; Urban
Kaguya-sama wa Kokurasetai First Kiss wa Owaranai - Love is Show by Masayuki Suzuki feat. Reni Takagi,easy,easy,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Kaguya-sama: Love Is War - The First Kiss That Never Ends,Fall 2022,Love is Show,Masayuki Suzuki feat. Reni Takagi,65,"89,208",,,,,Comedy; Psychological; Romance; Slice of Life,Heterosexual; Coming of Age; Ojou-sama; School; Primarily Teen Cast; Male Protagonist; Dissociative Identities; Female Protagonist; Tsundere; Kuudere
Keijo!!!!!!!! - DREAM×SCRAMBLE! by AiRI,easy,easy,Keijo!!!!!!!!,Keijo!!!!!!!!,Fall 2016,DREAM×SCRAMBLE!,AiRI,65,"88,992",,,,,Comedy; Ecchi; Sports,Primarily Female Cast; Parody; Female Protagonist; Shounen; Fitness
Kill la Kill - ambiguous by GARNiDELiA,easy,easy,Kill la Kill,Kill la Kill,Fall 2013,ambiguous,GARNiDELiA,65,"89,088",,,,,Action; Comedy; Ecchi,Henshin; Female Protagonist; Revenge; Class Struggle; Psychosexual; Nudity; Parody; Surreal Comedy; Tomboy; Dystopian; Super Power; Coming of Age; Aliens
Kuroko no Basuke - RIMFIRE by GRANRODEO,easy,easy,Kuroko no Basuke,Kuroko's Basketball,Spring 2012,RIMFIRE,GRANRODEO,65,"88,728",,,,,Comedy; Sports,Basketball; Male Protagonist; Shounen; Primarily Male Cast
Mairimashita! Iruma-kun - Magical Babyrinth by DA PUMP,easy,easy,Mairimashita! Iruma-kun,Welcome to Demon School! Iruma-kun,Fall 2019,Magical Babyrinth,DA PUMP,65,"88,992",,,,,Comedy; Fantasy,Demons; School; Male Protagonist; Magic; Isekai; Found Family; Primarily Teen Cast; Shounen; Adoption
Mirai Nikki - Dead END by Faylan,medium,easy,Mirai Nikki,The Future Diary,Fall 2011,Dead END,Faylan,65,"89,712",,,,,Action; Horror; Mystery; Psychological; Supernatural; Thriller,Battle Royale; Death Game; Survival; Yandere; Tragedy; Alternate Universe; Meta; Suicide; Gore; Gods
Psycho-Pass - Out of Control by Nothing's Carved In Stone,easy,easy,Psycho-Pass,Psycho-Pass,Fall 2012,Out of Control,Nothing's Carved In Stone,65,"90,024",,,,,Action; Psychological; Sci-Fi; Thriller,Detective; Police; Dystopian; Cyberpunk; Crime; Philosophy; Primarily Adult Cast; Urban; Female Protagonist; Artificial Intelligence; Conspiracy; Male Protagonist; Revenge
ReCreators - gravityWall by SawanoHiroyuki[nZk]Tielle  Gemie,medium,easy,Re:Creators,Re:Creators,Spring 2017,gravityWall,SawanoHiroyuki[nZk]:Tielle & Gemie,65,"87,672",,,,,Action; Drama; Fantasy; Mecha; Thriller,Writing; Crossover; Isekai; Urban Fantasy; Meta; Magic; Otaku Culture; Drawing; Tragedy; Ensemble Cast
Release the Spyce - Spatto! Spy  Spyce by Tsukikage,easy,easy,Release the Spyce,Release the Spyce,Fall 2018,Spatto! Spy & Spyce,Tsukikage,65,"89,328",,,,,Action; Adventure,Ninja; Espionage; Primarily Female Cast; Female Protagonist; Martial Arts; Urban Fantasy; Drugs
ReZero kara Hajimeru Isekai Seikatsu - Reweave by Konomi Suzuki,easy,easy,Re:Zero kara Hajimeru Isekai Seikatsu,Re:Zero: Starting Life in Another World,Fall 2024,Reweave,Konomi Suzuki,65,"88,72",,,,,Action; Adventure; Drama; Fantasy; Psychological; Romance; Thriller,Time Manipulation; Isekai; Time Loop; Tragedy; Alternate Universe; Male Protagonist; Witch; Magic
Saiki Kusuo no Psi-nan - Oteage Psychics by Shiggy Jr.,easy,easy,Saiki Kusuo no Psi-nan,The Disastrous Life of Saiki K.,Winter 2018,Oteage Psychics,Shiggy Jr.,65,"87,72",,,,,Slice of Life; Supernatural,Super Power; Episodic; School
Bakemonogatari - Kaerimichi by Emiri Katou,medium,medium,Bakemonogatari,Bakemonogatari,Summer 2009,Kaerimichi,Emiri Katou,65,"88,776",,,,,Comedy; Drama; Mystery; Psychological; Romance; Supernatural,Youkai; Ensemble Cast; Urban Fantasy; Kuudere; Male Protagonist; Surreal Comedy; Philosophy; Coming of Age; Ghost; Vampire; Primarily Female Cast
Captain Tsubasa - Moete Hero by Takayuki Takemoto,hard,medium,Captain Tsubasa,Captain Tsubasa,Fall 1983,Moete Hero,Takayuki Takemoto,65,"83,487",,,,,Action; Sports,Football; Primarily Male Cast; Male Protagonist; Shounen; Coming of Age
Fairy Tail - ft. by FUNKIST,medium,medium,Fairy Tail,Fairy Tail,Fall 2009,ft.,FUNKIST,65,"88,536",,,,,Action; Adventure; Comedy; Fantasy,Magic; Shounen; Fairy Tale; Found Family; Ensemble Cast; Male Protagonist; Anthropomorphism; Large Breasts; Dragons
Inazuma Eleven - Tachiagariyo by T-Pistonz,medium,medium,Inazuma Eleven,Inazuma Eleven,Fall 2008,Tachiagariyo,T-Pistonz,65,"88,56",,,,,Sports,Football; Super Power; Kids; Primarily Teen Cast; Male Protagonist; School Club; Primarily Child Cast; Ensemble Cast
Akame ga Kill! - Skyreach by Sora Amamiya,medium,medium,Akame ga Kill!,Akame ga Kill!,Summer 2014,Skyreach,Sora Amamiya,64,"89,544",,,,,Action; Adventure; Drama; Fantasy; Horror; Psychological; Thriller,Assassins; Tragedy; Shounen; Politics; Gore; Crime; Primarily Adult Cast; Henshin; Swordplay; Revenge
Captain Tsubasa - Moete Hero by Hiroyuki Okita,hard,medium,Captain Tsubasa,Captain Tsubasa,Fall 1983,Moete Hero,Hiroyuki Okita,64,"83,435",,,,,Action; Sports,Football; Primarily Male Cast; Male Protagonist; Shounen; Coming of Age
Clannad - Mag Mell ~cuckool mix 2007~ by eufonius,medium,medium,Clannad,Clannad,Fall 2007,Mag Mell ~cuckool mix 2007~,eufonius,64,"89,544",,,,,Comedy; Drama; Romance; Slice of Life; Supernatural,School; Coming of Age; Ensemble Cast; Family Life; Male Protagonist; Primarily Teen Cast; Ghost; Urban Fantasy; Tragedy; School Club; Heterosexual
Gintama - Donten by DOES,easy,medium,Gintama,Gintama,Spring 2006,Donten,DOES,64,"89,4",,,,,Action; Comedy; Drama; Sci-Fi,Parody; Ensemble Cast; Samurai; Meta; Slapstick; Found Family; Male Protagonist; Surreal Comedy; Anachronism; Aliens; Episodic; Swordplay
Gyakkyou Burai Kaiji - Mirai wa Bokura no Te no Naka by Masato Hagiwara with Red Bonchiris,medium,medium,Gyakkyou Burai Kaiji,Kaiji: Ultimate Survivor,Fall 2007,Mirai wa Bokura no Te no Naka,Masato Hagiwara with Red Bonchiris,64,"48,936",,,,,Psychological; Thriller,Gambling; Seinen; Primarily Adult Cast; Primarily Male Cast; Male Protagonist; Class Struggle; Philosophy; Survival; Slavery
Hagane no Renkinjutsushi - Melissa by Porno Graffitti,medium,medium,Hagane no Renkinjutsushi,Fullmetal Alchemist,Fall 2003,Melissa,Porno Graffitti,64,"100,968",,,,,Action; Adventure; Drama; Fantasy,Alchemy; Magic; Philosophy; Tragedy; Male Protagonist; Military; Shounen; Coming of Age
Hagane no Renkinjutsushi Brotherhood - Hologram by NICO Touches the Walls,medium,medium,Hagane no Renkinjutsushi: Brotherhood,Fullmetal Alchemist: Brotherhood,Spring 2009,Hologram,NICO Touches the Walls,64,"89,208",,,,,,
Himouto! Umaru-chan R - Nimensei☆Uraomote Life! by Aimi Tanaka,medium,medium,Himouto! Umaru-chan R,Himouto! Umaru-chan R,Fall 2017,Nimensei☆Uraomote Life!,Aimi Tanaka,64,"88,92",,,,,Comedy; Slice of Life,Otaku Culture; Cute Girls Doing Cute Things; Family Life; Female Protagonist
Jujutsu Kaisen - SPECIALZ by King Gnu,easy,medium,Jujutsu Kaisen,Jujutsu Kaisen,Summer 2023,SPECIALZ,King Gnu,64,"88,852",,,,,Action; Drama; Supernatural,Urban Fantasy; Shounen; Youkai; Super Power; Curses; Male Protagonist; Exorcism; Primarily Teen Cast; Dissociative Identities; Orphan; Demons; Urban
Kidou Senshi Gundam Suisei no Majo - Shukufuku by YOASOBI,easy,medium,Kidou Senshi Gundam: Suisei no Majo,Mobile Suit Gundam: The Witch from Mercury,Fall 2022,Shukufuku,YOASOBI,64,"88,536",,,,,Action; Mecha; Sci-Fi,Female Protagonist; Real Robot; Space; School; Primarily Teen Cast; Yuri; Politics; Revenge; Clone; Artificial Intelligence; Class Struggle; Super Robot; Cyborg; Guns
K-On!! - Utauyo!!MIRACLE by Ho-Kago Tea Time,easy,medium,K-On!!,K-On! Season 2,Spring 2010,Utauyo!!MIRACLE,Ho-Kago Tea Time,64,"88,968",,,,,Comedy; Music; Slice of Life,Cute Girls Doing Cute Things; School Club; Primarily Female Cast; Female Protagonist; Band; Coming of Age; Ensemble Cast; Primarily Teen Cast; School; Food; Episodic
Love Live! School Idol Project Sunshine!! - Aozora Jumping Heart by Aqours,medium,medium,Love Live! School Idol Project Sunshine!!,Love Live! Sunshine!!,Fall 2017,Aozora Jumping Heart,Aqours,64,"161,04",,,,,Music; Slice of Life,Idol; Primarily Female Cast; School Club; Dancing; Primarily Teen Cast; Female Protagonist; School; Cute Girls Doing Cute Things
Lupin Sansei - AFRO LUPIN '68 by Charlie Kosei,medium,medium,Lupin Sansei,Lupin III,Fall 1971,AFRO LUPIN '68,Charlie Kosei,64,"72,648",,,,,Adventure; Comedy,
Lupin Sansei - LUPIN III '79 by Yuji Ohno,medium,medium,Lupin Sansei,Lupin III: Part II,Fall 1977,LUPIN III '79,Yuji Ohno,64,"78,96",,,,,Adventure; Comedy,
Lycoris Recoil - ALIVE by ClariS,easy,medium,Lycoris Recoil,Lycoris Recoil,Summer 2022,ALIVE,ClariS,64,"89,04",,,,,Action; Slice of Life,Female Protagonist; Primarily Female Cast; Crime; Guns; Assassins; Terrorism; Conspiracy; Urban; Found Family; Yuri; Work; Kuudere; Orphan
Mahoutsukai no Yome - Here by JUNNA,easy,medium,Mahoutsukai no Yome,The Ancient Magus' Bride,Fall 2017,Here,JUNNA,64,"89,4",,,,,Drama; Fantasy; Romance; Slice of Life; Supernatural,Magic; Female Protagonist; Fairy; Mythology; Found Family; Monster Boy; Urban Fantasy; Teacher
Naruto - No Boy No Cry by STANCE PUNKS,easy,medium,Naruto,Naruto,Fall 2002,No Boy No Cry,STANCE PUNKS,64,"88,968",,,,,Action; Adventure; Comedy; Drama; Fantasy; Supernatural,Ninja; Shounen; Coming of Age; Male Protagonist; Super Power; Orphan; Cultivation; Martial Arts; Revenge; Found Family; Primarily Child Cast
Nekomonogatari (Kuro) - perfect slumbers by Yui Horie,medium,medium,Nekomonogatari (Kuro),Nekomonogatari (Black),Fall 2012,perfect slumbers,Yui Horie,64,"88,032",,,,,Drama; Mystery; Psychological; Romance; Supernatural,Nekomimi; Urban Fantasy; Youkai; Philosophy; Dissociative Identities
Otome Game no Hametsu Flag Shika Nai Akuyaku Reijou ni Tensei Shiteshimatta... X - Andante ni Koi o Shite! by angela,easy,medium,Otome Game no Hametsu Flag Shika Nai Akuyaku Reijou ni Tensei Shiteshimatta... X,My Next Life as a Villainess: All Routes Lead to Doom! X,Summer 2021,Andante ni Koi o Shite!,angela,64,"89,04",,,,,Comedy; Fantasy; Romance; Slice of Life,Female Protagonist; Mixed Gender Harem; Ojou-sama; Isekai; Royal Affairs; Male Harem; Medieval; Swordplay; Maids; Unrequited Love; Magic; Villainess; Reincarnation; Female Harem
Ouran Koukou Host Club - Sakura Kiss by Chieko Kawabe,medium,medium,Ouran Koukou Host Club,Ouran High School Host Club,Spring 2006,Sakura Kiss,Chieko Kawabe,64,"76,536",,,,,Comedy; Drama; Romance; Slice of Life,School Club; Surreal Comedy; Shoujo; Crossdressing; Parody; School; Male Harem; Female Protagonist; Primarily Teen Cast; Ensemble Cast; Cute Boys Doing Cute Things; Primarily Male Cast; Tomboy
Owari no Seraph - X.U. by SawanoHiroyuki[nZk]Gemie,medium,medium,Owari no Seraph,Seraph of the End: Vampire Reign,Spring 2015,X.U.,SawanoHiroyuki[nZk]:Gemie,64,"86,04",,,,,Action; Drama; Fantasy; Mystery; Supernatural,Vampire; Post-Apocalyptic; Urban Fantasy; Male Protagonist; Shounen; Military; War; Time Skip; Demons; Boys' Love; Revenge
Pocket Monsters XY - V (Volt) by Yusuke,hard,medium,Pocket Monsters XY,Pokémon XY,Fall 2013,V (Volt),Yusuke,64,"87,72",,,,,Action; Adventure; Comedy; Fantasy,Primarily Child Cast; Slapstick; Kids; Proxy Battle
Pupa - pupa by Ibuki Kido  Erii Yamazaki,medium,medium,Pupa,Pupa,Winter 2014,pupa,Ibuki Kido & Erii Yamazaki,64,"29,304",,,,,Drama; Fantasy; Horror; Psychological,Body Horror; Gore; Cannibalism; Ero Guro; Female Protagonist; Incest; Orphan; Vore
Sword Art Online II - courage by Haruka Tomatsu,easy,medium,Sword Art Online II,Sword Art Online II,Summer 2014,courage,Haruka Tomatsu,64,"89,448",,,,,Action; Adventure; Fantasy; Sci-Fi,Virtual World; Video Games; Primarily Female Cast; Male Protagonist; Battle Royale; Guns
Tonari no Totoro - Sanpo by Azumi Inoue,medium,medium,Tonari no Totoro,My Neighbor Totoro,Spring 1988,Sanpo,Azumi Inoue,64,"121,032",,,,,Adventure; Fantasy; Slice of Life; Supernatural,Family Life; Primarily Child Cast; Rural; Youkai; Wilderness; Female Protagonist
91 Days - Signal by TK from Ling Tosite Sigure,medium,medium,91 Days,91 Days,Summer 2016,Signal,TK from Ling Tosite Sigure,63,"89,424",,,,,Action; Drama; Psychological,Revenge; Mafia; Tragedy; Crime; Male Protagonist; Gangs; Anti-Hero; Noir; Assassins; Foreign; Guns; Primarily Male Cast; Criminal Organization
Aggressive Retsuko We Wish You a Metal Christmas - Jingle Bells by Tim Timebomb and the Interrupters,medium,medium,Aggressive Retsuko: We Wish You a Metal Christmas,Aggretsuko: We Wish You a Metal Christmas,Fall 2018,Jingle Bells,Tim Timebomb and the Interrupters,63,"44,016",,,,,Comedy; Music; Slice of Life,Urban; Metal Music; Snowscape
BECK Mongolian Chop Squad - HIT IN THE USA by BEAT CRUSADERS,medium,medium,BECK: Mongolian Chop Squad,BECK: Mongolian Chop Squad,Fall 2004,HIT IN THE USA,BEAT CRUSADERS,63,"95,817",,,,,Comedy; Drama; Music; Slice of Life,Band; Coming of Age; Urban; Rock Music; Ensemble Cast; Heterosexual; Male Protagonist; Primarily Male Cast
Black Bullet - black bullet by fripSide,medium,medium,Black Bullet,Black Bullet,Spring 2014,black bullet,fripSide,63,"89,544",,,,,Action; Drama; Mystery; Sci-Fi,Post-Apocalyptic; Tragedy; Male Protagonist; Super Power
Boku no Hero Academia - Star Marker by KANA-BOON,medium,medium,Boku no Hero Academia,My Hero Academia,Fall 2019,Star Marker,KANA-BOON,63,"89,04",,,,,Action; Adventure; Comedy,Super Power; Superhero; Shounen; Primarily Teen Cast; Male Protagonist; School; Urban Fantasy
Chihayafuru - YOUTHFUL by 99RadioService,medium,medium,Chihayafuru,Chihayafuru,Fall 2011,YOUTHFUL,99RadioService,63,"69,768",,,,,Drama; Romance; Slice of Life; Sports,Karuta; Female Protagonist; School Club
Dragon Ball GT - DAN DAN Kokoro Hikareteku by FIELD OF VIEW,medium,medium,Dragon Ball GT,Dragon Ball GT,Winter 1996,DAN DAN Kokoro Hikareteku,FIELD OF VIEW,63,"106,512",,,,,Action; Adventure; Comedy; Sci-Fi,Aliens; Age Regression; Henshin; Space; Dragons; Super Power; Martial Arts; Shounen
Fairy Tail - MASAYUME CHASING by BoA,medium,medium,Fairy Tail,Fairy Tail,Spring 2014,MASAYUME CHASING,BoA,63,"84,456",,,,,Action; Adventure; Comedy; Fantasy,Magic; Shounen; Fairy Tale; Found Family; Ensemble Cast; Male Protagonist; Anthropomorphism; Large Breasts; Dragons
Fatestay night - disillusion by Sachi Tainaka,medium,medium,Fate/stay night,Fate/stay night,Fall 2005,disillusion,Sachi Tainaka,63,"90,024",,,,,Action; Fantasy; Romance; Supernatural,Battle Royale; Magic; Death Game; Urban Fantasy; Mythology; Samurai; Spearplay
Gakkou Gurashi! - F・Rie・N・D・Shi・Ta・I by Gakuen Seikatsu-bu,medium,medium,Gakkou Gurashi!,School-Live!,Summer 2015,F・Rie・N・D・Shi・Ta・I,Gakuen Seikatsu-bu,63,"87,84",,,,,Horror; Mystery; Psychological; Slice of Life; Supernatural,Survival; School; Post-Apocalyptic; School Club; Tragedy; Zombie; Primarily Female Cast; Female Protagonist; Coming of Age; Cute Girls Doing Cute Things; Memory Manipulation
Gakusen Toshi Asterisk - Brand-new World by Shiena Nishizawa,medium,medium,Gakusen Toshi Asterisk,The Asterisk War,Fall 2015,Brand-new World,Shiena Nishizawa,63,"87,528",,,,,Action; Comedy; Ecchi; Fantasy; Romance; Sci-Fi,Male Protagonist; Female Harem; Magic
"Girls Band Cry - Zattou, Bokura no Machi by TOGENASHI TOGEARI",medium,medium,Girls Band Cry,Girls Band Cry,Spring 2024,"Zattou, Bokura no Machi",TOGENASHI TOGEARI,63,"89,686",,,,,Drama; Music; Slice of Life,Band; Primarily Female Cast; Female Protagonist; Rock Music; Coming of Age; Full CGI; Urban
Goblin Slayer II - Entertainment by Mili,medium,medium,Goblin Slayer II,Goblin Slayer II,Fall 2023,Entertainment,Mili,63,"88,81",,,,,Action; Adventure; Fantasy,Goblin; Primarily Adult Cast; Magic; Tragedy
Houseki no Kuni - Kyoumen no Nami by YURiKA,medium,medium,Houseki no Kuni,Land of the Lustrous,Fall 2017,Kyoumen no Nami,YURiKA,63,"89,04",,,,,Action; Drama; Fantasy; Mystery; Psychological,Coming of Age; Full CGI; Philosophy; Agender; Tragedy; Anthropomorphism; Post-Apocalyptic; Seinen; Coastal; CGI; Memory Manipulation
JoJo no Kimyou na Bouken Ougon no Kaze - Uragirimono no Requiem by Daisuke Hasegawa,medium,medium,JoJo no Kimyou na Bouken: Ougon no Kaze,JoJo's Bizarre Adventure: Golden Wind,Fall 2018,Uragirimono no Requiem,Daisuke Hasegawa,63,"91,536",,,,,Action; Adventure; Drama; Mystery; Supernatural,Super Power; Mafia; Gangs; Male Protagonist; Urban Fantasy; Primarily Male Cast; Foreign; Ensemble Cast; Travel; Shounen; Crime; Criminal Organization; Tragedy
Kamisama Hajimemashita - Kamisama Hajimemashita by Hanae,medium,medium,Kamisama Hajimemashita,Kamisama Kiss,Fall 2012,Kamisama Hajimemashita,Hanae,63,"87,04",,,,,Comedy; Fantasy; Romance; Supernatural,Gods; Shoujo; Youkai; Female Protagonist; Kemonomimi; Urban Fantasy; Heterosexual
Kokkoku - Flashback by MIYAVI vs KenKen,medium,medium,Kokkoku,Kokkoku,Winter 2018,Flashback,MIYAVI vs KenKen,63,"87,72",,,,,Action; Drama; Mystery; Psychological; Supernatural; Thriller,Urban Fantasy; Primarily Adult Cast; Revenge; Female Protagonist; Time Manipulation; Family Life; Cult; Urban
Maou-jou de Oyasumi - Kaimin! Anmin! Syalist Seikatsu by Inori Minase,medium,medium,Maou-jou de Oyasumi,Sleepy Princess in the Demon Castle,Fall 2020,Kaimin! Anmin! Syalist Seikatsu,Inori Minase,63,"88,536",,,,,Comedy; Fantasy; Slice of Life,Ojou-sama; Female Protagonist; Episodic; Parody; Prison; Demons; Slapstick; Kuudere; Iyashikei; Cute Girls Doing Cute Things; Ensemble Cast
Mieruko-chan - Mienai kara ne! by Sora Amamiya,medium,medium,Mieruko-chan,Mieruko-chan,Fall 2021,Mienai kara ne!?,Sora Amamiya,63,"89,616",,,,,Comedy; Horror; Slice of Life; Supernatural,Ghost; Female Protagonist; Primarily Teen Cast; Primarily Female Cast; Youkai; Urban Fantasy; Body Horror
ReLIFE - Button by PENGUIN RESEARCH,medium,medium,ReLIFE,ReLIFE,Summer 2016,Button,PENGUIN RESEARCH,63,"88,176",,,,,Comedy; Drama; Romance; Slice of Life,Rehabilitation; Age Regression; School; Memory Manipulation; Male Protagonist; Heterosexual; Time Manipulation; Primarily Teen Cast; Coming of Age
Sidonia no Kishi - Sidonia by angela,medium,medium,Sidonia no Kishi,Knights of Sidonia,Spring 2014,Sidonia,angela,63,"88,752",,,,,Action; Fantasy; Mecha; Sci-Fi,Space; Full CGI; Cosmic Horror; Survival; Real Robot; Post-Apocalyptic
Sousou no Frieren - Haru by Yorushika,easy,medium,Sousou no Frieren,Frieren: Beyond Journey's End,Fall 2023,Haru,Yorushika,63,"89,304",,,,,Adventure; Drama; Fantasy,Travel; Magic; Elf; Philosophy; Time Skip; Found Family; Female Protagonist; Medieval; Iyashikei; Kuudere
SSSS.GRIDMAN - UNION by OxT,medium,medium,SSSS.GRIDMAN,SSSS.GRIDMAN,Fall 2018,UNION,OxT,63,"89,088",,,,,Action; Mecha; Sci-Fi,Tokusatsu; Kaiju; Super Robot; Alternate Universe; Denpa; Virtual World; Meta; Memory Manipulation; Superhero; Anti-Hero; Henshin
Tensei shitara Slime Datta Ken - Storyteller by TRUE,medium,medium,Tensei shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,Winter 2021,Storyteller,TRUE,63,"89,256",,,,,Action; Adventure; Comedy; Fantasy,Isekai; Found Family; Reincarnation; Magic; Kingdom Management; Super Power; Shapeshifting
Vinland Saga - Dark Crow by MAN WITH A MISSION,easy,medium,Vinland Saga,Vinland Saga,Summer 2019,Dark Crow,MAN WITH A MISSION,63,"89,04",,,,,Action; Adventure; Drama,Vikings; Revenge; Foreign; Historical; War; Philosophy; Male Protagonist; Coming of Age; Tragedy; Seinen; Primarily Male Cast; Military; Politics; Anti-Hero; Swordplay; Primarily Adult Cast; Travel; Gore; Medieval
Zom 100 Zombie ni Naru Made ni Shitai 100 no Koto - Song of the Dead by KANA-BOON,easy,medium,Zom 100: Zombie ni Naru Made ni Shitai 100 no Koto,Zom 100: Bucket List of the Dead,Summer 2023,Song of the Dead,KANA-BOON,63,"87,809",,,,,Action; Comedy; Horror; Supernatural,Zombie; Post-Apocalyptic; Travel; Surreal Comedy; Survival; Rural; Male Protagonist; Urban
Zombie Land Saga - Adabana Necromancy by FranChouChou,medium,medium,Zombie Land Saga,Zombie Land Saga,Fall 2018,Adabana Necromancy,FranChouChou,63,"89,064",,,,,Comedy; Music; Supernatural,Zombie; Idol; Monster Girl; Primarily Female Cast; Surreal Comedy; Female Protagonist; Satire; Necromancy; Parody; Ensemble Cast
